Date,Stock,liabilities,equity,total_assets,current_assets,current_liabilities,total_revenue,net_income,dividend,shares_outstanding,price
2007-08-31,Stock 1,421.77415297061015,123.69765769697365,545.4718106675838,195.2985990953618,209.68073108282658,747.1635973771797,295.1452221483695,86.67053763122239,1028126,106.69851998757163
2007-09-28,Stock 1,938.1539190845037,159.82105354434867,1097.9749726288524,526.013227642328,658.9879978986618,776.9681828058816,-303.43842489619135,0.0,1029657,108.34277908282166
2007-10-31,Stock 1,608.1664318551191,818.1783606994449,1426.3447925545638,452.0808008109952,362.6941217188637,178.55309412035103,50.27782641693654,13.885239606136272,1013543,106.9480925094854
2007-11-30,Stock 1,727.7377502014373,542.6659951332263,1270.4037453346637,498.38942468733774,515.7393510384021,295.471307380756,-128.3440385209093,0.0,1077439,107.56566193582742
2007-12-31,Stock 1,708.4024934736784,475.03471747380445,1183.437210947483,444.7390208334444,361.92005780954946,208.54308883249723,-14.700137901825087,0.0,1021976,106.89201677303184
2008-01-31,Stock 1,208.41187414290115,777.1292393173522,985.5411134602534,333.833389592415,343.22314857588657,988.3310968254204,160.31986880422713,35.814536891732615,1066225,106.5808816620733
2008-02-29,Stock 1,940.4503305410537,661.2452388060875,1601.6955693471414,1001.3511234017502,940.6690799808168,162.85736440994413,75.86096325799959,19.002195178235137,1004100,107.28100964585646
2008-03-31,Stock 1,329.45535930416463,207.93855953304137,537.393918837206,372.1227745761493,342.79571148779,330.5007542525988,-139.83706437972677,0.0,1097785,108.36747830639834
2008-04-30,Stock 1,959.1287337755375,190.8690970956407,1149.9978308711782,724.5262295603446,921.6789500750275,224.6602569252633,-45.91469961164559,0.0,1057290,107.7599855131528
2008-05-30,Stock 1,614.5902755046386,113.92306976340853,728.5133452680471,511.43977156128005,614.5836702406492,151.63634320667342,-39.95313878739683,0.0,1009827,106.41002000119538
2008-06-30,Stock 1,265.5467279080613,199.96613237244583,465.51286028050714,354.4324530447283,325.21149934969833,862.4011723423429,112.97299481414557,32.57724521224823,1098618,104.80587478808417
2008-07-31,Stock 1,108.69197636655468,198.31614063074954,307.0081169973042,110.37467180798255,132.67003240234348,741.6006092505919,9.961388890607822,2.738053428607366,1071509,105.2902209721719
2008-08-29,Stock 1,888.3396861961561,351.3232543518876,1239.6629405480437,697.7951239610358,576.8803432480894,264.19718764344503,1.8796269289490433,0.556687401386578,1074454,105.77771287183084
2008-09-30,Stock 1,926.5725062642063,205.4953969685319,1132.0679032327382,819.2291264155518,978.3192428498044,834.0376197054846,133.32745694641994,32.86706994805308,1066252,106.45927770200174
2008-10-31,Stock 1,989.6206648785499,718.9825645544865,1708.6032294330364,917.689615111573,1110.348684735936,807.6590964074545,4.1663445564579575,1.243493605420721,1090686,106.80905007187107
2008-11-28,Stock 1,814.5596383896415,458.99567710007153,1273.555315489713,893.206828658251,871.7830181773875,171.91963478330206,9.06305958823341,1.9748907797863016,1094240,107.17204979720654
2008-12-31,Stock 1,200.22280328996106,989.3645158676267,1189.5873191575877,408.0437074966426,331.34495138536784,926.3335362711587,313.47844906043997,80.70644269481068,1027903,107.56766609538266
2009-01-30,Stock 1,957.7003111740197,776.443924441041,1734.1442356150606,713.036396951495,636.6613185680229,611.5502461858281,-27.332013802484195,0.0,1069065,109.24968257597254
2009-02-27,Stock 1,641.5126489068958,714.5416723538182,1356.054321260714,456.5840211308123,411.43531725953534,752.7204496870589,241.98997571608197,64.17667246740423,1027806,109.56389443973251
2009-03-31,Stock 1,285.39734571241877,945.097014895312,1230.4943606077309,646.9828920682424,658.995918283047,498.55009709166757,182.5534198246323,44.912052380112186,1008541,110.87837204462072
2009-04-30,Stock 1,372.0398221384735,305.64930486610047,677.689127004574,312.3149283874392,312.432556066201,914.1328765014699,393.498084877651,101.45894947756743,1027346,112.34118200939542
2009-05-29,Stock 1,100.06849537327224,942.7757165128071,1042.8442118860794,318.3276812803204,406.0116698813198,982.1794619776533,-53.40164717471679,0.0,1097363,114.54249177660436
2009-06-30,Stock 1,604.9293390406569,364.75599610722776,969.6853351478846,300.82654337652605,297.6595784628233,172.457232072434,-28.465178206065644,0.0,1091752,114.67890915588974
2009-07-31,Stock 1,453.6694479983608,789.85571505533,1243.525163053691,775.8414408180245,794.112907541554,338.63135690668275,-132.12875568779916,0.0,1056925,114.21423659077195
2009-08-31,Stock 1,584.6412202068142,969.3864420450216,1554.0276622518359,1143.8366999302325,1264.932463451441,452.87218524607,-145.06001347431925,0.0,1073461,113.29310835265179
2009-09-30,Stock 1,265.90185215928585,239.9858746874383,505.88772684672415,340.9889269867975,411.66303316119655,349.406031029525,100.35247812470834,20.33386535184227,1060464,112.21784299223376
2009-10-30,Stock 1,760.7042636035955,298.5453745678775,1059.249638171473,635.6237667632777,650.1999219770324,703.6340384676712,12.626193463510067,2.743924039012322,1089239,112.50563989656277
2009-11-30,Stock 1,688.5481789320612,770.9304632870528,1459.4786422191141,948.1420474497017,1077.073356732335,517.022572783464,144.58170515345867,36.144481193954526,1042979,112.72441898626202
2009-12-31,Stock 1,719.2436028356432,212.77255847398595,932.0161613096291,509.1808419037443,510.3934580746762,238.31773452527736,13.126546990499156,2.926446652061911,1022958,113.52528335930911
2010-01-29,Stock 1,878.7678663446899,482.8033310442952,1361.5711973889852,735.7466584179499,721.4993613081541,449.0631293964818,-9.711051481292223,0.0,1094642,113.87167979262125
2010-02-26,Stock 1,822.7146322445265,377.7706136787652,1200.4852459232916,761.6217600741764,736.5837589081392,707.6369687007647,238.39865327121223,48.61387095753828,1071364,113.62585348046082
2010-03-31,Stock 1,297.9695614221496,747.3704864530229,1045.3400478751723,584.8593776986343,667.0902343375316,688.1537974626447,-151.36961031905616,0.0,1078733,114.4437257416973
2010-04-30,Stock 1,767.0549731312434,473.1272642500969,1240.1822373813402,812.9370672480896,971.1634910638634,888.4247092290353,124.8473150192403,36.67787098319173,1002485,113.8925396585398
2010-05-31,Stock 1,318.62593827520044,644.26164056413,962.8875788393304,634.2408500516066,520.07118048105,208.14509767262422,96.50807936779258,24.102365318639684,1057834,114.31517771066304
2010-06-30,Stock 1,378.49641279997365,805.5519711874624,1184.048383987436,764.1593736832681,618.2658572982249,580.3620535728168,-7.530788324768808,0.0,1006836,115.74303538806028
2010-07-30,Stock 1,768.5920732961397,969.7274846744989,1738.3195579706385,605.5042381968816,557.943825623374,133.5903655717761,-1.1469977461461058,0.0,1042863,116.2541757020646
2010-08-31,Stock 1,125.22966075821856,206.88526483991538,332.11492559813394,244.12748433439606,254.97430390454846,498.53528178690556,37.82439852998255,7.660008868857619,1070700,116.28270856503687
2010-09-30,Stock 1,866.3755400026852,592.0213732562332,1458.3969132589184,952.447640798091,804.6361503090642,580.0996222026379,65.25433193517615,16.67593884997076,1076983,116.80005723888402
2010-10-29,Stock 1,267.5270825442599,176.7778090132206,444.30489155748046,163.91567400316003,189.92940509871954,964.363171710336,-328.995753180904,0.0,1063264,117.74169733152648
2010-11-30,Stock 1,386.1413908158044,811.8241228869011,1197.9655137027055,568.3269593989481,733.5640940374685,241.94257584498322,40.70964221693668,8.594051202646478,1099820,116.06165952648671
2010-12-31,Stock 1,855.8973128841093,635.2029225265595,1491.1002354106688,908.7929305413015,752.0908494596151,528.8719626463921,50.98392722319746,14.275989837891903,1065330,115.87790007350524
2011-01-31,Stock 1,915.1386608670047,192.86129703958306,1107.9999579065877,416.84400795990217,453.95974214168444,982.5381168499788,186.51903194683342,53.401845730432555,1089277,116.6703362067926
2011-02-28,Stock 1,651.5356878699989,166.03190947063672,817.5675973406356,380.6650874961095,385.8921716677225,835.169252799845,99.73213173415799,22.138966786781776,1064619,117.36844565538375
2011-03-31,Stock 1,473.51321583137377,123.42606427990559,596.9392801112793,298.172976209195,260.0470177798257,745.860849735639,112.05487162414136,27.562434904535458,1071482,117.86679723963991
2011-04-29,Stock 1,948.0486195594714,561.9118847560806,1509.960504315552,1065.3753327226325,922.4553918974472,757.2243496901456,-223.92785279829664,0.0,1095366,118.68952032368429
2011-05-31,Stock 1,545.1506285578996,548.4635266260641,1093.6141551839637,795.0390559584242,932.7951726226637,103.23335745380365,-37.173753538267455,0.0,1093371,118.15267427028095
2011-06-30,Stock 1,350.14024757360545,362.0355653118041,712.1758128854095,388.35671989762375,320.42815934849557,960.4049693385017,-316.27998644954084,0.0,1043975,117.1820637380459
2011-07-29,Stock 1,529.6906564379597,546.820761951504,1076.5114183894636,507.71560622830265,407.6066749754112,121.63248986305085,-58.26951241324538,0.0,1026426,115.79714160668928
2011-08-31,Stock 1,104.01374931572298,725.4428306953772,829.4565800111002,509.39337100916396,486.0794324638138,214.57725674281872,76.45732739741803,17.655170808374745,1062742,114.91711009463694
2011-09-30,Stock 1,341.46665447666163,905.965131097164,1247.4317855738257,841.1971933263906,890.3352818149523,159.30413630956957,54.93569084724124,11.768246582511456,1057179,115.63760991667029
2011-10-31,Stock 1,434.97677465952097,678.5053047262552,1113.4820793857762,685.7418952608646,582.2119474410206,943.6183232789929,365.67472373929314,73.41666203787764,1085489,116.5639409298376
2011-11-30,Stock 1,618.7468111961961,782.9771986319856,1401.7240098281818,424.38369059767933,483.19526706298785,496.3648095428312,42.6739372462714,12.638354069682917,1001878,118.4228389199747
2011-12-30,Stock 1,327.97164931477744,566.2860386957587,894.2576880105362,489.11144864073475,612.3833192779939,634.4887442019232,123.00214223109116,32.74556290883023,1058149,119.54808914495503
2012-01-31,Stock 1,400.4724632765808,392.7162152270065,793.1886785035873,573.6088049651007,467.51591375397226,829.0240673656659,239.76037212149305,58.08188957956826,1047295,120.60126514313431
2012-02-29,Stock 1,170.41515333003326,438.7031708021546,609.1183241321878,406.48991911005083,527.361526062017,496.11289711194104,-48.28026990727073,0.0,1063593,122.4487204045221
2012-03-30,Stock 1,668.3002555888146,300.5607414274093,968.8609970162239,389.13961125624513,395.7032798201823,948.2610635358475,-2.9323611531473017,0.0,1078817,122.31397270437077
2012-04-30,Stock 1,328.5101686653038,924.7864547772351,1253.296623442539,1002.3472495825592,898.1822114798151,981.9312566356514,388.3438845263071,113.61218434199962,1025290,121.82722402801292
2012-05-31,Stock 1,671.9177405363326,369.9561046741433,1041.873845210476,347.207565214826,293.8780874645408,907.638908250049,-382.6373137764255,0.0,1043414,123.56558354842988
2012-06-29,Stock 1,680.9091903572646,932.9753661919173,1613.884556549182,847.4788243106121,1083.152119402047,637.7962494670676,-253.01042037806087,0.0,1085027,122.73615059806036
2012-07-31,Stock 1,502.9348767958912,539.7626573468979,1042.6975341427892,711.9538994905049,886.1668499858562,657.2879630186432,254.29340110322437,71.76913002582425,1056372,121.202429313954
2012-08-31,Stock 1,913.8568962916958,372.6077419167235,1286.4646382084193,605.8650821232917,512.2781374576966,667.0309248252001,-33.81896996853699,0.0,1026241,121.90160287765879
2012-09-28,Stock 1,829.3250938763708,311.072070085017,1140.3971639613878,669.8727243688365,637.2394791611522,217.0549931869823,80.39928840821372,19.23318170195218,1053638,121.7853041315539
2012-10-31,Stock 1,140.09211653447502,145.5645808424423,285.65669737691735,210.8556522758797,179.95123718471083,997.3756938574588,-171.54753407491978,0.0,1065877,122.4803036455437
2012-11-30,Stock 1,626.405015784691,325.0163457635535,951.4213615482445,520.7376991560665,527.6250789981589,893.8954588658218,141.174141414528,37.423702242227215,1023157,121.58436417796526
2012-12-31,Stock 1,384.7366379811329,305.29506447285036,690.0317024539833,229.81356588220365,213.67584577022492,322.3880325676231,-26.630422720050106,0.0,1002354,122.10300273717624
2013-01-31,Stock 1,633.2202150823724,291.9413618873608,925.1615769697332,285.1619391232915,354.37168604954155,412.8855657657215,135.06288553347397,40.476787508329345,1026182,121.91528368651181
2013-02-28,Stock 1,420.17704690823564,525.1639159723974,945.340962880633,633.1982730917969,815.2575219174593,485.54730265846064,-0.2259723578794509,0.0,1002129,122.62084641504778
2013-03-29,Stock 1,792.5079378157627,189.7107388643373,982.2186766801,658.3217929030693,697.9529867325778,953.5811489848254,26.218529617134756,6.4738873988166254,1019406,122.32056898791612
2013-04-30,Stock 1,662.3770429567622,978.513491579772,1640.8905345365342,1053.0771917151637,949.3796333758519,648.6781635175771,-118.87895988645413,0.0,1049750,122.24014787880122
2013-05-31,Stock 1,761.7549266061003,946.5891155525578,1708.344042158658,535.2154816233278,686.1408874058525,657.3875608145808,125.5115491742095,31.617907329772297,1052076,121.76956414028722
2013-06-28,Stock 1,491.78765622075036,319.0625044085225,810.8501606292729,260.1693344313442,250.10702781609933,179.80551690721535,82.94772280258027,22.184682815541173,1055198,122.18421732732014
2013-07-31,Stock 1,892.9160379351048,830.3040317392645,1723.2200696743694,1266.004728986648,1218.5429727922613,870.1885110186098,154.32598086117528,38.202662435465754,1000753,123.37319916991909
2013-08-30,Stock 1,406.7373345657765,122.05414150770486,528.7914760734814,388.68920973463037,329.914560073783,226.08378207899372,-108.08512651074325,0.0,1054854,124.62057760655489
2013-09-30,Stock 1,735.6356327056942,967.9357525948969,1703.5713853005911,675.8050829846281,614.8129383913498,164.0845409513194,-70.41910749466686,0.0,1075451,123.85467301896452
2013-10-31,Stock 1,538.6694997647304,161.87250215072288,700.5420019154533,439.4577826757109,557.7346565076774,200.85325723046967,-5.214620044079187,0.0,1026495,123.01766343752314
2013-11-29,Stock 1,414.92370209779216,562.7966203417577,977.7203224395498,488.71619285561184,586.7056491473278,235.49652358126022,0.7269722718299204,0.16314816182568678,1070594,121.89903887035824
2013-12-31,Stock 1,899.7271905974771,154.52750370205575,1054.254694299533,414.5044485682691,401.8153477702651,542.4500127229571,-36.784316267282975,0.0,1009752,121.74517499514124
2014-01-31,Stock 1,253.28727224778652,155.85464069350724,409.14191294129375,300.832034821237,377.2099026502929,954.2017134157691,186.61136994952193,43.3571576610699,1051931,120.7162577402432
2014-02-28,Stock 1,512.212236172436,864.4666829005645,1376.6789190730005,915.2605576329022,1104.4710433339924,353.26470466686874,155.7924127691991,42.7217033401116,1069649,121.35907480462878
2014-03-31,Stock 1,197.23499932198945,452.5190220097377,649.7540213317271,481.53124298377594,620.354505914253,550.2129346362673,217.43849371527654,50.88665637291451,1014948,122.55100580533748
2014-04-30,Stock 1,589.4538029756939,466.11810791711815,1055.571910892812,732.2297235306917,612.2448696157944,209.63418738559315,15.901111219942795,3.617969844132917,1016093,124.07232395419487
2014-05-30,Stock 1,401.60591778704,246.98785847509552,648.5937762621355,505.32065040767696,507.39901819126334,169.16737847869038,-2.946618886410159,0.0,1007523,125.21676241624911
2014-06-30,Stock 1,463.77888119526534,418.7425223186838,882.5214035139492,562.7440833140141,507.865898959274,165.2016849072479,25.333693592612338,6.887845916317323,1001122,125.18697662139682
2014-07-31,Stock 1,853.9810375638942,657.1023499291148,1511.083387493009,998.480780268849,1195.8109670826216,451.96336218419486,33.391083039253616,8.174670408675336,1049828,125.99540570143908
2014-08-29,Stock 1,753.298899952571,365.5547435637909,1118.853643516362,794.1270693568555,702.9210194625913,607.8027489535466,-80.66528728923373,0.0,1048726,126.53317533109639
2014-09-30,Stock 1,338.1986507652539,967.7812961757301,1305.979946940984,752.9682039139758,970.7350241220892,351.58528327452973,29.97271092176565,6.248455032286377,1040771,126.15837026473207
2014-10-31,Stock 1,115.40865517869672,928.2982453947726,1043.7069005734693,656.8893889183468,598.8577737293446,754.6523890917969,147.43349644488586,40.887497304468184,1086813,126.29833383871028
2014-11-28,Stock 1,599.0060056532752,263.4103784449002,862.4163840981754,273.6902115319544,244.6797788977232,965.6207089489839,-146.2926186152009,0.0,1081248,127.59872357660042
2014-12-31,Stock 1,852.3278440341851,832.1275378225234,1684.4553818567085,542.4583070828759,502.215443009366,531.3167688334058,-243.3691440661933,0.0,1067369,127.20086821171644
2015-01-30,Stock 1,181.45021171898685,966.2445995068458,1147.6948112258326,429.5146524701947,428.93005156454876,458.53678284054433,-72.9237507299306,0.0,1077456,126.06213917015931
2015-02-27,Stock 1,953.0387259551374,978.4401153173977,1931.4788412725352,762.8071635245561,781.556025689775,120.54522267915472,-33.043725703107064,0.0,1081291,125.27109321759123
2015-03-31,Stock 1,741.6881801561824,961.3115051940505,1702.999685350233,1151.232680020731,1230.355476014177,568.6747873349364,178.6663875796738,36.07946906721258,1065648,124.44146151312572
2015-04-30,Stock 1,282.48057565278873,830.3173411572369,1112.7979168100255,781.2876865752556,747.014482341369,330.2187421028335,-39.43044472284543,0.0,1093016,125.02938098398162
2015-05-29,Stock 1,398.6863215919378,695.0153895804494,1093.7017111723871,629.982342650203,545.6155495207815,121.3500788530108,49.283833140769985,13.71459066734447,1053876,124.8996517193184
2015-06-30,Stock 1,501.75344891799085,611.3111139806485,1113.0645628986395,547.4368699705306,695.0619779739105,310.2380354374575,35.68653591918576,7.655442259444382,1013144,126.09767678737538
2015-07-31,Stock 1,626.0943875675052,205.95239260953375,832.046780177039,285.9394492108141,291.3006698950737,550.4363796767279,172.8956908830601,35.06827025570938,1058608,126.72722493366777
2015-08-31,Stock 1,783.8244547762391,680.1257083798553,1463.9501631560943,707.3594623378785,694.5664571398039,195.0674579786531,-87.06267428996152,0.0,1007706,127.65158118143174
2015-09-30,Stock 1,219.10666408863221,737.7748509170536,956.8815150056859,501.51512095586475,486.12005113366365,158.7874169621906,-28.840915111061022,0.0,1083890,127.08232983061329
2015-10-30,Stock 1,104.25900038103663,472.02165827033986,576.2806586513765,204.14718205056093,220.7630753826917,881.949016373928,-191.16218470263982,0.0,1064555,126.54709834926363
2015-11-30,Stock 1,755.738552374503,430.64168254054704,1186.38023491505,490.0926369105939,504.1869045488498,541.9940384634224,141.63141780608524,42.13802815974566,1033364,125.31059294745039
2015-12-31,Stock 1,881.5639632600538,504.6757059340044,1386.2396691940583,422.5838661521781,546.707952892561,653.0643109394747,198.7221466771801,58.80096197643934,1004341,125.90263813670622
2016-01-29,Stock 1,486.41805501316077,156.20234037505185,642.6203953882126,288.22995855472726,273.42392595454123,434.1111197208586,-33.162272728551265,0.0,1071131,126.91848411147339
2016-02-29,Stock 1,436.0707146240889,258.21122567348243,694.2819402975713,261.66770864206285,337.2557103379309,612.9992702449491,-52.32433635819309,0.0,1010317,126.57348665488703
2016-03-31,Stock 1,165.03714137223463,878.5503459633948,1043.5874873356295,647.5685374652581,541.620795292186,987.5871922199068,103.15930638934472,25.71047111416377,1082843,125.58956591166472
2016-04-29,Stock 1,906.6727084307348,442.6003082132031,1349.2730166439378,1071.5357565349052,914.4839947815435,881.7712769554572,-103.1839223683359,0.0,1009867,126.40882096822435
2016-05-31,Stock 1,789.854850724815,507.8283455099387,1297.6831962347537,640.1808595059489,522.0257779473889,929.374644615688,-44.30279065716777,0.0,1056019,126.15807973108122
2016-06-30,Stock 1,333.0646261134259,592.4942419631116,925.5588680765375,364.440245762579,298.6214927546996,706.1145425906477,-75.18478202972578,0.0,1018547,125.904781428466
2016-07-29,Stock 1,573.4178974436641,565.7176039372341,1139.1355013808982,739.2805406300989,901.4417835637669,183.1523298861473,43.75759532302907,8.895673568470416,1044375,125.62881879553454
2016-08-31,Stock 1,326.70555085346575,375.81395811067205,702.5195089641378,502.8290813048182,471.1483764273475,206.61671523801274,-60.31408628504488,0.0,1025885,125.92515751243427
2016-09-30,Stock 1,203.9802295603014,794.9253499943355,998.9055795546369,578.2442375069646,661.2326610437767,307.7347636093547,143.89033594236062,38.22020751324863,1077720,125.41489473414164
2016-10-31,Stock 1,771.2395584865106,502.47076024672646,1273.710318733237,574.0831048409004,632.1950138829368,279.5167098191636,-2.2929249072424134,0.0,1021672,126.42498220256209
2016-11-30,Stock 1,733.7632800191776,985.342879999655,1719.1061600188327,1335.4691545021224,1346.7158994908823,857.3553240125324,-303.2315734331751,0.0,1056367,126.26154969604634
2016-12-30,Stock 1,686.5770855753115,214.18556443915844,900.76265001447,564.199126588248,495.9223517700461,959.8157945192562,-27.573744939836402,0.0,1076454,125.11555179703444
2017-01-31,Stock 1,905.4655591915318,193.73610455522146,1099.2016637467532,508.5762085921382,574.0565079757549,830.8069904939662,381.7240189590335,90.23339062524249,1023217,124.30281286279606
2017-02-28,Stock 1,603.5568140411004,275.9268004400956,879.483614481196,546.5787192507199,465.55164391522027,402.6511147690201,92.05836459399156,20.318253211325953,1088367,125.06137256157619
2017-03-31,Stock 1,710.9540032034549,358.93399884268104,1069.888002046136,597.1972057188937,486.66475896207567,869.7235325848422,-418.37826916860746,0.0,1019805,126.13362078718336
2017-04-28,Stock 1,435.3677082767236,727.8412334381454,1163.208941714869,454.4509848258193,557.7074621640982,949.0888560958767,-407.8219996864164,0.0,1071934,124.97723954466477
2017-05-31,Stock 1,262.9281445209788,747.2798035500837,1010.2079480710624,437.0527133969335,556.6969973828026,260.0825220545107,51.33971956396602,13.951873676622059,1037115,122.95105006435271
2017-06-30,Stock 1,776.1367829491338,226.0224063534086,1002.1591893025425,423.1758425208513,492.8486579035022,609.8251340469786,122.4610530168654,28.158235774675806,1029445,122.93891454357512
2017-07-31,Stock 1,504.0947001349993,955.1229097679048,1459.217609902904,1083.4262667255537,916.0711055418136,236.49287208983296,-76.50283238249474,0.0,1031232,123.26021502173691
2017-08-31,Stock 1,996.0501548403208,342.1716476697787,1338.2218025100995,1007.629749973336,977.9691736494302,108.81425263006126,-0.7546757221019502,0.0,1011167,122.95908912745507
2017-09-29,Stock 1,244.3238039227605,974.712402085661,1219.0362060084215,611.7936817140595,532.4496197844369,418.4368771993455,-166.24106023854017,0.0,1062542,122.39099061990176
2017-10-31,Stock 1,186.5919011200779,127.23272199126642,313.8246231113443,96.20679264838721,97.60502164045245,615.117854464181,244.7975127906763,58.54127602941909,1028697,121.56529978107397
2017-11-30,Stock 1,962.1856738943202,144.67252166588239,1106.8581955602026,407.6342815250604,490.8582333270469,638.244085060817,29.35862506386676,6.264179599454031,1065765,123.19137771789079
2017-12-29,Stock 1,311.28500996672346,220.70039963472226,531.9854096014458,403.2808640295265,338.0179133553721,325.49046635821776,-84.37223057686275,0.0,1069950,123.15438724973473
2018-01-31,Stock 1,158.6642639619897,749.5332883897745,908.1975523517642,623.0422910172476,559.9704265742758,620.8340554972561,144.83868067284047,42.83277063682072,1079078,122.56221106732859
2018-02-28,Stock 1,915.7946200300976,901.3085714801517,1817.1031915102494,818.6296389824138,779.6217243534181,761.4489044839606,336.04308051729896,87.93143747427996,1059219,123.71992156598253
2018-03-30,Stock 1,259.9160323948204,525.8570063143314,785.7730387091518,601.8600167162408,575.5225875169259,424.58781436240685,-187.36501945495934,0.0,1043292,125.54771957385302
2018-04-30,Stock 1,957.2453015824863,207.54059319609064,1164.785894778577,566.2280584100076,702.3033076291069,940.7640023843369,-113.8186870585961,0.0,1066183,125.07005725506556
2018-05-31,Stock 1,777.5881404689752,597.7508191547906,1375.3389596237657,471.0474137741851,603.045553279601,152.88245710499126,21.17163128693443,4.945526651537685,1071475,123.58744920487996
2018-06-29,Stock 1,731.6992806078244,856.1717948288012,1587.8710754366257,1225.5489586875508,1430.4935201089518,370.2261018878338,-91.49100571231878,0.0,1097805,123.37393434967063
2018-07-31,Stock 1,390.3504455393276,172.16840830554133,562.518853844869,413.8935123849648,508.1926616866703,954.0482984150308,-168.8835746926282,0.0,1046521,122.50842290992713
2018-08-31,Stock 1,942.6164739723306,609.9207887008758,1552.5372626732064,661.976873424505,715.8898020866168,936.5857631299326,88.76947898257536,19.084402693936095,1022653,120.89560846071943
2018-09-28,Stock 1,418.5968267198281,584.891096728564,1003.487923448392,774.9018976970278,859.1111709016818,791.4557481902659,139.53747071607944,32.38348664534203,1012494,120.81721646491121
2018-10-31,Stock 1,238.00566153219395,788.4008112460679,1026.4064727782618,583.2438942869794,719.9778386315606,533.6217018312773,-257.2966347140391,0.0,1088180,121.54125342377691
2018-11-30,Stock 1,806.2558494469079,637.4882205409781,1443.744069987886,636.3006790431044,561.6408123696281,680.7402158601997,-72.7961618307964,0.0,1046014,120.380296764642
2018-12-31,Stock 1,737.2211441041704,718.3653395085369,1455.5864836127073,619.7349019538414,690.9811334432153,199.45136798009145,-12.169261581520988,0.0,1074004,119.68737063689873
2006-07-31,Stock 2,155.68697007683255,166.19839977126452,321.88536984809707,146.81876953977545,179.84221830502392,587.7945816686566,265.70485713731256,78.72637963227707,1088613,100.0
2006-08-31,Stock 2,449.52022501113623,724.6280521887314,1174.1482771998676,697.8440894124747,800.3642742217509,914.5910850705706,140.18435299040465,37.618949203227466,1043062,102.34269015135371
2006-09-29,Stock 2,772.3298071881392,122.54855594373049,894.8783631318697,676.5688429490481,640.7158353540228,104.1083520651001,-44.77238805266437,0.0,1009202,103.6141145477551
2006-10-31,Stock 2,207.89795235504283,556.4033429379156,764.3012952929585,375.4329246278117,322.4531206931727,875.8172141742775,-44.114147395167905,0.0,1016776,102.78371500311245
2006-11-30,Stock 2,345.8294819850747,621.0273224866489,966.8568044717236,701.9906273415415,834.3417596869318,468.9126059023379,-78.66217073268545,0.0,1040182,102.43130578200808
2006-12-29,Stock 2,218.60016897384583,425.9325673738951,644.5327363477409,500.1067260833281,492.4208049886006,521.989673360257,52.75834207929752,11.714933843474132,1070538,101.71683859996195
2007-01-31,Stock 2,228.0020355249756,860.1041836910064,1088.106219215982,803.1141321983496,862.9076585399362,175.03304899968657,-27.841209313446566,0.0,1046353,102.06171902634908
2007-02-28,Stock 2,152.62843301678708,689.0937443208052,841.7221773375923,524.715680274567,611.2721088109294,795.0446999470932,355.55009048880004,71.67808356750086,1041092,101.79125282038646
